"","IncidentMonth","IncidentWeekOfMonth","IncidentDayOfWeek","Make","IncidentAddressType","DeclarationDayOfWeek","DeclarationMonth","DeclarationWeekOfMonth","DriverGender","DriverMaritalStatus","DriverAge","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound","PolicyNumber","RepairerDetailID","Deductible","DriverRating","DaysPolicyAccident","DaysPolicyClaim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChangeClaim","NumberOfCars","IncidentYear","BasePolicy"
"535","Aug",3,"Wednesday","Honda","Urban","Thursday","Aug",3,"Male","Single",28,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1099,14,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"536","Aug",3,"Monday","Pontiac","Urban","Thursday","Aug",3,"Male","Married",42,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,3577,10,400,4,"more than 30","more than 30","none","5 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"537","Dec",1,"Tuesday","Accura","Urban","Friday","Dec",4,"Female","Single",35,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,11525,8,400,1,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"Liability"
"538","Jan",3,"Tuesday","Pontiac","Urban","Tuesday","Jan",3,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,9351,2,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"539","Jan",4,"Thursday","Pontiac","Urban","Thursday","Feb",1,"Male","Single",51,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,10113,5,400,4,"more than 30","more than 30","more than 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1995,"All Perils"
"540","Dec",1,"Tuesday","Toyota","Urban","Wednesday","Dec",2,"Male","Married",36,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,2975,7,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"541","Jan",4,"Monday","Pontiac","Urban","Monday","Jan",4,"Male","Married",47,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,10283,12,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"542","Jan",4,"Sunday","Toyota","Urban","Tuesday","Jan",4,"Male","Single",28,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,4638,10,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"543","May",1,"Friday","Mazda","Urban","Wednesday","May",3,"Female","Divorced",50,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,12371,14,400,3,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1996,"Collision"
"544","Mar",5,"Monday","Mazda","Urban","Monday","Apr",3,"Male","Single",26,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,4106,1,400,1,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"545","Aug",3,"Saturday","Pontiac","Urban","Tuesday","Aug",4,"Female","Married",40,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,14387,14,400,1,"more than 30","more than 30","none","5 years","36 to 40","No","No","External","none","no change","1 vehicle",1996,"Liability"
"546","Jan",5,"Sunday","Toyota","Urban","Thursday","Feb",4,"Male","Married",36,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,2718,4,400,3,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"547","Jul",1,"Friday","Chevrolet","Urban","Friday","Jul",2,"Male","Married",51,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,6510,5,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1995,"All Perils"
"548","Jun",3,"Saturday","Honda","Urban","Tuesday","Jun",3,"Male","Married",31,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,10708,4,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1995,"All Perils"
"549","May",4,"Tuesday","Mazda","Urban","Monday","May",5,"Male","Married",35,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,7457,1,400,1,"more than 30","more than 30","more than 4","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1995,"Liability"
"550","Sep",1,"Monday","Chevrolet","Urban","Tuesday","Sep",3,"Male","Married",31,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,12833,8,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"551","Oct",4,"Monday","Pontiac","Urban","Tuesday","Oct",4,"Male","Single",21,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,2663,6,400,1,"more than 30","more than 30","none","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"552","Feb",3,"Saturday","Pontiac","Urban","Wednesday","Mar",1,"Female","Single",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",1,1419,16,400,3,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"553","Nov",1,"Saturday","Toyota","Urban","Monday","Nov",3,"Male","Married",61,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,4439,8,400,2,"more than 30","more than 30","none","7 years","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"554","May",3,"Tuesday","Honda","Rural","Tuesday","May",3,"Male","Married",43,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,6400,2,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1995,"Liability"
"555","Dec",2,"Monday","Pontiac","Urban","Monday","Dec",2,"Male","Married",51,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1129,10,400,1,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"556","Feb",4,"Wednesday","Pontiac","Urban","Monday","Feb",5,"Female","Single",48,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,12292,15,500,4,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","2 to 3 years","1 vehicle",1996,"Liability"
"557","Feb",3,"Sunday","Pontiac","Urban","Monday","Feb",3,"Male","Single",34,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,10665,5,700,2,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Liability"
"558","Dec",2,"Sunday","Honda","Urban","Wednesday","Feb",1,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,281,11,400,4,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"559","Nov",1,"Friday","Mazda","Urban","Wednesday","Nov",3,"Male","Married",48,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,8183,10,400,2,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1995,"Liability"
"560","Jul",1,"Tuesday","Toyota","Urban","Thursday","Jul",2,"Male","Married",52,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,15092,8,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1996,"Collision"
"561","Feb",4,"Monday","Chevrolet","Urban","Monday","Feb",4,"Male","Married",52,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,14009,9,400,1,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1996,"Liability"
"562","Apr",1,"Friday","Honda","Rural","Wednesday","Apr",1,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,8893,6,400,1,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1995,"Liability"
"563","Apr",2,"Tuesday","Ford","Urban","Tuesday","Apr",3,"Male","Married",44,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,2806,15,500,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","more than 5","2 to 3 years","1 vehicle",1994,"All Perils"
"564","Nov",4,"Sunday","Toyota","Rural","Monday","Nov",4,"Male","Single",44,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,2367,1,400,4,"more than 30","more than 30","none","7 years","36 to 40","Yes","No","External","none","1 year","1 vehicle",1994,"Liability"
"565","Jan",4,"Wednesday","VW","Urban","Monday","Feb",2,"Male","Married",42,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,560,2,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","Internal","more than 5","no change","1 vehicle",1994,"Collision"
"566","Jan",2,"Friday","Honda","Rural","Wednesday","Jan",2,"Female","Single",31,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,450,4,400,1,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"567","Jul",1,"Sunday","Chevrolet","Urban","Monday","Jul",1,"Male","Single",31,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,14045,15,400,2,"more than 30","more than 30","1","5 years","31 to 35","No","No","Internal","3 to 5","no change","1 vehicle",1996,"Collision"
"568","Dec",4,"Monday","VW","Urban","Monday","Jan",1,"Male","Married",26,"Third Party","Sedan - Collision","Sedan","more than 69000",0,266,5,400,2,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"569","Jun",1,"Wednesday","Porche","Urban","Friday","Jun",3,"Male","Married",61,"Policy Holder","Utility - Collision","Utility","more than 69000",0,11204,15,400,2,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1995,"Collision"
"570","Nov",3,"Thursday","Pontiac","Urban","Thursday","Nov",3,"Male","Married",30,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,4907,12,400,3,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"571","Sep",2,"Monday","Saab","Urban","Monday","Sep",2,"Male","Single",28,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,13224,8,400,2,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1996,"Liability"
"572","Jul",1,"Tuesday","Pontiac","Urban","Tuesday","Jul",1,"Male","Married",58,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,3800,4,400,3,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"573","Sep",4,"Sunday","Pontiac","Urban","Wednesday","Sep",5,"Male","Married",29,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,6662,2,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1995,"All Perils"
"574","May",2,"Thursday","Honda","Urban","Friday","May",2,"Male","Married",37,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,3841,15,400,3,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"575","Jun",3,"Wednesday","Pontiac","Urban","Thursday","Jun",4,"Male","Married",31,"Policy Holder","Sedan - Liability","Sport","less than 20000",0,12977,7,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"Liability"
"576","Jan",3,"Monday","Nisson","Urban","Wednesday","Jan",4,"Male","Married",56,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",0,10114,6,400,1,"8 to 15","15 to 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1995,"Collision"
"577","Nov",3,"Tuesday","Toyota","Urban","Thursday","Nov",3,"Male","Single",29,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,8453,1,400,3,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"578","Mar",1,"Friday","Accura","Urban","Monday","Mar",1,"Male","Married",49,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,13038,15,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"579","Jun",3,"Monday","Honda","Rural","Friday","Jun",4,"Female","Single",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,12109,11,400,4,"more than 30","more than 30","2 to 4","3 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"Liability"
"580","Aug",1,"Thursday","Mazda","Rural","Tuesday","Aug",5,"Female","Married",39,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,7739,3,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1995,"All Perils"
"581","Aug",3,"Saturday","Pontiac","Rural","Friday","Sep",2,"Male","Single",28,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,14149,16,400,1,"more than 30","more than 30","1","7 years","31 to 35","Yes","Yes","External","none","no change","1 vehicle",1996,"Collision"
"582","Jun",4,"Saturday","Mazda","Urban","Monday","Jul",2,"Male","Single",21,"Third Party","Sport - Collision","Sport","more than 69000",0,15343,1,400,4,"more than 30","more than 30","none","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1996,"Collision"
"583","Nov",2,"Wednesday","Chevrolet","Urban","Monday","Nov",3,"Female","Married",37,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,2608,12,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","Internal","none","no change","1 vehicle",1994,"Liability"
"584","Aug",3,"Tuesday","Toyota","Urban","Wednesday","Aug",3,"Male","Married",44,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,5728,10,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"585","Apr",1,"Saturday","Pontiac","Urban","Monday","Apr",1,"Male","Married",40,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,7144,16,400,4,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle",1995,"Liability"
"586","Jun",2,"Saturday","Pontiac","Urban","Tuesday","Jun",2,"Male","Married",28,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,14880,8,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"587","Apr",1,"Sunday","Mazda","Urban","Wednesday","Apr",1,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,11999,3,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"Collision"
"588","Jun",3,"Wednesday","Honda","Urban","Friday","Jun",3,"Male","Married",29,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,15065,10,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1996,"Liability"
"589","Mar",2,"Thursday","Toyota","Urban","Monday","Mar",3,"Male","Single",29,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,2250,6,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"590","Apr",1,"Wednesday","Toyota","Urban","Wednesday","Apr",4,"Female","Single",35,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,2256,14,400,1,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","1 to 2","no change","3 to 4",1994,"Collision"
"591","Oct",1,"Wednesday","Mazda","Urban","Thursday","Oct",1,"Female","Single",27,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,3831,15,400,4,"more than 30","more than 30","none","3 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"592","May",2,"Saturday","Honda","Urban","Tuesday","May",2,"Male","Married",65,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,5032,4,400,2,"more than 30","more than 30","2 to 4","new","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
